Model,Year,Mileage,V_engine,EngineType,HorsePower,Selector,Color,CarBodyType,Drive,Price
Mazda CX-5 I Рестайлинг,2016,94000.0,2.0,Бензин,150.0,автомат,белый,внедорожник 5 дв.,полный,1625000.0
Aston Martin Vanquish II,2014,14871.0,5.9,Бензин,576.0,автомат,чёрный,купе,задний,13800000.0
BMW 7 серии Long 740Li III (E38) Рестайлинг,2000,162000.0,4.4,Бензин,286.0,автомат,чёрный,седан,задний,1289000.0
Toyota Land Cruiser 105 100 Series Рестайлинг 1,2004,190400.0,4.2,Дизель,131.0,механика,чёрный,внедорожник 5 дв.,полный,2700000.0
Mercedes-Benz E-Класс AMG 63 AMG S V (W213),2018,49500.0,4.0,Бензин,612.0,автомат,серый,седан,полный,6450000.0
Land Rover Range Rover Sport I,2008,192000.0,3.6,Дизель,272.0,автомат,чёрный,внедорожник 5 дв.,полный,1030000.0
Hyundai Solaris I,2012,113393.0,1.6,Бензин,123.0,автомат,белый,седан,передний,585000.0
"Mercedes-Benz S-Класс 350 d Long VI (W222, C217) Рестайлинг",2019,51201.0,2.9,Дизель,249.0,автомат,чёрный,седан,полный,6988000.0
Mercedes-Benz GLC 220 d I (X253) Рестайлинг,2021,10493.0,2.0,Дизель,194.0,автомат,чёрный,внедорожник 5 дв.,полный,4004000.0
Volkswagen Tiguan II Рестайлинг,2021,0.0,1.4,Бензин,150.0,робот,Respect,внедорожник 5 дв.,передний,2093400.0
Lexus ES 350 V Рестайлинг,2010,167200.0,3.5,Бензин,277.0,автомат,серый,седан,передний,1099000.0
Porsche Cayenne III,2019,61952.0,3.0,Бензин,340.0,автомат,голубой,внедорожник 5 дв.,полный,6466000.0
Hyundai ix35 I,2012,132000.0,2.0,Дизель,136.0,механика,серебристый,внедорожник 5 дв.,полный,750000.0
Volkswagen Tiguan II Рестайлинг,2021,0.0,1.4,Бензин,125.0,механика,Respect,внедорожник 5 дв.,передний,2011500.0
BMW 5 серии 530i xDrive VII (G30/G31) Рестайлинг,2021,16.0,2.0,Бензин,249.0,автомат,синий,седан,полный,5080000.0
BMW 7 серии Long 750Li xDrive VI (G11/G12),2015,59871.0,4.4,Бензин,450.0,автомат,серый,седан,полный,3130000.0
Bentley Continental GT I,2005,122320.0,6.0,Бензин,560.0,автомат,чёрный,купе,полный,1495000.0
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",2017,61641.0,3.0,Бензин,333.0,автомат,белый,купе,полный,3897000.0
BMW 3 серии 320i xDrive VII (G2x),2021,0.0,2.0,Бензин,184.0,автомат,320i xDrive M Sport Pro,седан,полный,3739600.0
Mercedes-Benz CLS 350 d III (C257),2019,20183.0,2.9,Дизель,249.0,автомат,серый,седан,полный,5120000.0
Volkswagen Sharan II,2011,126000.0,2.0,Дизель,140.0,робот,чёрный,минивэн,передний,1029000.0
Mitsubishi Outlander III Рестайлинг 2,2016,59987.0,2.0,Бензин,146.0,вариатор,серебристый,внедорожник 5 дв.,полный,1546000.0
Hyundai ix35 I Рестайлинг,2014,98000.0,2.0,Дизель,184.0,автомат,коричневый,внедорожник 5 дв.,полный,1095000.0
BMW 3 серии 318d VII (G2x),2021,0.0,2.0,Дизель,150.0,автомат,318d Sport Line,седан,задний,3050300.0
Cadillac SRX II,2010,220920.0,3.0,Бензин,269.0,автомат,белый,внедорожник 5 дв.,полный,883000.0
Hyundai Santa Fe II Рестайлинг,2012,84000.0,2.4,Бензин,174.0,автомат,чёрный,внедорожник 5 дв.,полный,1070000.0
LADA (ВАЗ) Vesta Cross I,2018,202087.0,1.8,Бензин,122.0,механика,белый,седан,передний,635000.0
Mazda 6 II (GH) Рестайлинг,2010,129000.0,1.8,Бензин,120.0,механика,белый,седан,передний,669000.0
BMW 3 серии 320i xDrive VII (G2x),2021,0.0,2.0,Бензин,184.0,автомат,320i xDrive M Sport Pro,седан,полный,3574300.0
Mitsubishi Pajero Sport II Рестайлинг,2013,149000.0,2.5,Дизель,178.0,автомат,белый,внедорожник 5 дв.,полный,1295000.0
Chevrolet Tahoe 6AT III,2013,69700.0,5.3,Бензин,324.0,автомат,чёрный,внедорожник 5 дв.,полный,1999000.0
Toyota Land Cruiser Prado 150 Series Рестайлинг 1,2013,110489.0,4.0,Бензин,282.0,автомат,чёрный,внедорожник 5 дв.,полный,2629000.0
Mercedes-Benz S-Класс 500 4MATIC VII (W223),2020,10000.0,3.0,Бензин,435.0,автомат,чёрный,седан,полный,10549000.0
BMW X6 30d III (G06),2020,8974.0,3.0,Дизель,249.0,автомат,красный,внедорожник 5 дв.,полный,7200000.0
Kia Ceed I Рестайлинг,2010,123000.0,1.4,Бензин,109.0,механика,серебристый,хэтчбек 5 дв.,передний,469000.0
Renault Logan I Рестайлинг,2010,119000.0,1.6,Бензин,102.0,механика,синий,седан,передний,310000.0
Land Rover Range Rover Sport II Рестайлинг,2020,10464.0,3.0,Дизель,249.0,автомат,белый,внедорожник 5 дв.,полный,7204000.0
Hyundai Creta II,2021,0.0,1.6,Бензин,123.0,автомат,Lifestyle + Advanced,внедорожник 5 дв.,передний,1214400.0
Skoda Karoq I,2021,0.0,1.4,Бензин,150.0,автомат,Active,внедорожник 5 дв.,передний,1824268.0
BMW X5 30d IV (G05),2020,14315.0,3.0,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,5718000.0
"Toyota Corolla X (E140, E150)",2008,123000.0,1.6,Бензин,124.0,механика,серебристый,седан,передний,489000.0
SEAT Leon II Рестайлинг,2010,196298.0,1.6,Бензин,102.0,механика,белый,хэтчбек 5 дв.,передний,479000.0
Mitsubishi Pajero IV Рестайлинг 2,2015,131204.0,3.2,Дизель,200.0,автомат,чёрный,внедорожник 5 дв.,полный,2399000.0
Lexus NX 200t I,2017,84218.0,2.0,Бензин,238.0,автомат,серый,внедорожник 5 дв.,полный,2445000.0
BMW X6 M I (E71),2010,74166.0,4.4,Бензин,555.0,автомат,белый,внедорожник 5 дв.,полный,2350000.0
"Mercedes-Benz E-Класс 200 V (W213, S213, C238) Рестайлинг",2021,0.0,2.0,Бензин,197.0,автомат,E 200 4MATIC Sport,седан,полный,4760000.0
Ford Focus II Рестайлинг,2010,157000.0,2.0,Бензин,145.0,автомат,серебристый,хэтчбек 5 дв.,передний,529000.0
"Mercedes-Benz E-Класс 200 V (W213, S213, C238) Рестайлинг",2021,0.0,2.0,Бензин,197.0,автомат,E 200 4MATIC Sport,седан,полный,4839200.0
BMW X5 40i IV (G05),2020,20080.0,3.0,Бензин,340.0,автомат,белый,внедорожник 5 дв.,полный,5885000.0
Volvo XC60 I Рестайлинг,2016,56500.0,2.4,Дизель,190.0,автомат,чёрный,внедорожник 5 дв.,полный,2150000.0
Mercedes-Benz GLS 400 d II (X167),2021,0.0,2.9,Дизель,330.0,автомат,GLS 400 d 4MATIC Premium,внедорожник 5 дв.,полный,9144200.0
Mercedes-Benz S-Класс 350 d Long 4MATIC VII (W223),2021,0.0,2.9,Дизель,249.0,автомат,S 350 d 4MATIC BUSINESS,седан,полный,10896500.0
Mercedes-Benz E-Класс AMG 63 AMG S V (W213),2018,26000.0,4.0,Бензин,612.0,автомат,белый,седан,полный,6800000.0
Mitsubishi L200 V,2015,184000.0,2.4,Дизель,181.0,автомат,чёрный,пикап двойная кабина,полный,1590000.0
Cadillac Escalade ESV IV,2018,112115.0,6.2,Бензин,426.0,автомат,красный,внедорожник 5 дв.,полный,4250000.0
Mercedes-Benz GLS 400 d II (X167),2021,0.0,2.9,Дизель,330.0,автомат,GLS 400 d 4MATIC Premium,внедорожник 5 дв.,полный,9063048.0
Mercedes-Benz GLE Coupe 350 d II (C167),2021,0.0,2.9,Дизель,249.0,автомат,GLE 350 d 4MATIC,внедорожник 5 дв.,полный,8580102.0
Toyota Aqua I Рестайлинг,2015,95500.0,1.5,Гибрид,74.0,вариатор,белый,хэтчбек 5 дв.,передний,844000.0
Audi 100 III (C3) Рестайлинг,1988,350000.0,2.3,Бензин,136.0,механика,зелёный,седан,передний,80000.0
LADA (ВАЗ) 1111 Ока СеАЗ,2002,104000.0,0.8,Бензин,33.0,механика,пурпурный,хэтчбек 3 дв.,передний,34000.0
Nissan Qashqai I,2008,142000.0,2.0,Бензин,141.0,вариатор,чёрный,внедорожник 5 дв.,полный,630000.0
Tesla Model 3 Standart I,2019,35400.0,190.0,Электро,258.0,Заряд на354км,чёрный,седан,задний,3170000.0
Mazda 3 I (BK) Рестайлинг,2007,422000.0,2.0,Бензин,150.0,механика,серый,хэтчбек 5 дв.,передний,450000.0
Toyota Land Cruiser 200 Series Рестайлинг 2,2017,68700.0,4.5,Дизель,235.0,автомат,белый,внедорожник 5 дв.,полный,5700000.0
BMW X5 3.0i I (E53),2003,360000.0,3.0,Бензин,231.0,автомат,чёрный,внедорожник 5 дв.,полный,630000.0
Mercedes-Benz R-Класс 350 Long I,2007,181938.0,3.5,Бензин,272.0,автомат,серебристый,минивэн,полный,695000.0
Nissan Primera III (P12),2006,184894.0,1.8,Бензин,116.0,автомат,серебристый,универсал 5 дв.,передний,457000.0
Volkswagen Teramont I,2019,71395.0,3.6,Бензин,280.0,автомат,серый,внедорожник 5 дв.,полный,3570000.0
Ford Kuga II,2014,122000.0,1.6,Бензин,150.0,автомат,чёрный,внедорожник 5 дв.,полный,995000.0
Honda Civic VIII,2008,160000.0,1.8,Бензин,140.0,автомат,серый,седан,передний,599000.0
Audi 80 V (B4),1992,344613.0,2.0,Бензин,115.0,механика,белый,седан,передний,155000.0
Peugeot Traveller I,2021,0.0,2.0,Дизель,150.0,автомат,Active,минивэн,передний,2779900.0
Mazda MPV II (LW),2003,260000.0,3.0,Бензин,203.0,автомат,синий,компактвэн,передний,370000.0
Kia Rio 5-speed III,2012,208988.0,1.6,Бензин,123.0,механика,серебристый,седан,передний,495000.0
Kia Sportage II Рестайлинг,2009,227000.0,2.0,Бензин,141.0,механика,чёрный,внедорожник 5 дв.,передний,580000.0
Dodge Caravan IV,2001,180000.0,2.4,Бензин,152.0,автомат,серебристый,минивэн,передний,405000.0
Volkswagen Touareg II Рестайлинг,2015,87500.0,3.6,Бензин,249.0,автомат,синий,внедорожник 5 дв.,полный,2500000.0
LADA (ВАЗ) Granta I,2016,70000.0,1.6,Бензин,106.0,механика,синий,лифтбек,передний,430000.0
Chevrolet Cruze I Рестайлинг,2013,186000.0,1.6,Бензин,109.0,автомат,белый,седан,передний,510000.0
Mercedes-Benz S-Класс 350 Long V (W221) Рестайлинг,2010,110000.0,3.5,Бензин,272.0,автомат,белый,седан,полный,1750000.0
Renault Logan II,2014,59810.0,1.6,Бензин,82.0,механика,белый,седан,передний,535000.0
Mercedes-Benz GLE 300 d II (V167),2019,9369.0,2.0,Дизель,245.0,автомат,синий,внедорожник 5 дв.,полный,5568000.0
Chrysler Voyager IV,2001,213568.0,2.4,Бензин,150.0,автомат,синий,минивэн,передний,345000.0
Mitsubishi Pajero IV Рестайлинг 1,2012,99300.0,3.0,Бензин,178.0,механика,серебристый,внедорожник 5 дв.,полный,1515000.0
Chery Tiggo (T11) I,2009,111800.0,2.0,Бензин,136.0,автомат,красный,внедорожник 5 дв.,передний,275000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.4,Бензин,167.0,вариатор,Ultimate,внедорожник 5 дв.,полный,2215000.0
Volkswagen Polo VI,2021,10829.0,1.6,Бензин,110.0,механика,серый,лифтбек,передний,1140000.0
Volkswagen Tiguan I Рестайлинг,2016,100355.0,2.0,Бензин,180.0,автомат,серый,внедорожник 5 дв.,полный,1357000.0
Mitsubishi ASX I Рестайлинг 2,2018,48796.0,2.0,Бензин,150.0,вариатор,серый,внедорожник 5 дв.,полный,1469000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1745000.0
Opel Astra GTC J Рестайлинг,2012,120307.0,1.4,Бензин,140.0,автомат,красный,хэтчбек 3 дв.,передний,689000.0
Toyota Camry VIII (XV70),2018,51738.0,2.5,Бензин,181.0,автомат,чёрный,седан,передний,1919000.0
Mercedes-Benz GLE Coupe AMG 53 AMG II (C167),2020,6560.0,3.0,Бензин,435.0,автомат,белый,внедорожник 5 дв.,полный,8918000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Invite,внедорожник 5 дв.,полный,1705000.0
Ford Explorer V,2011,129000.0,3.5,Бензин,294.0,автомат,белый,внедорожник 5 дв.,полный,1235000.0
Jaguar XJ IV (X351),2012,179000.0,3.0,Дизель,275.0,автомат,коричневый,седан,задний,1269000.0
Mercedes-Benz GLS 400 d II (X167),2021,2894.0,2.9,Дизель,330.0,автомат,чёрный,внедорожник 5 дв.,полный,9618000.0
Volvo XC90 I Рестайлинг,2007,217450.0,2.5,Бензин,210.0,автомат,пурпурный,внедорожник 5 дв.,полный,849000.0
Mercedes-Benz G-Класс 350 d III (W463),2020,14884.0,2.9,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,12244000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1745000.0
Chevrolet Aveo II,2013,141627.0,1.6,Бензин,115.0,механика,чёрный,седан,передний,455000.0
Nissan Qashqai I Рестайлинг,2013,79500.0,1.6,Бензин,117.0,вариатор,красный,внедорожник 5 дв.,передний,829000.0
Mitsubishi Lancer Classic IX Рестайлинг,2009,197262.0,1.6,Бензин,98.0,автомат,серебристый,седан,передний,478000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1745000.0
Mercedes-Benz G-Класс 500 II (W463) Рестайлинг 4,2016,54203.0,4.0,Бензин,422.0,автомат,чёрный,внедорожник 5 дв.,полный,5944000.0
Nissan Teana III,2014,143330.0,2.5,Бензин,173.0,вариатор,серебристый,седан,передний,1119000.0
Renault Logan Stepway II Рестайлинг,2019,39551.0,1.6,Бензин,102.0,автомат,белый,седан,передний,699000.0
Mercedes-Benz V-Класс L 220 d длинный II,2019,49791.0,2.1,Дизель,163.0,автомат,белый,минивэн,полный,5258000.0
Porsche Cayenne Diesel II (958),2013,115730.0,3.0,Дизель,245.0,автомат,чёрный,внедорожник 5 дв.,полный,3300000.0
Toyota Land Cruiser Prado 150 Series Рестайлинг 1,2014,87714.0,3.0,Дизель,173.0,автомат,серый,внедорожник 5 дв.,полный,3045000.0
BMW X2 xDrive20i I (F39),2018,57259.0,2.0,Бензин,192.0,автомат,оранжевый,внедорожник 5 дв.,полный,2500000.0
Volkswagen Caravelle T6,2019,53053.0,2.0,Дизель,140.0,робот,серый,минивэн,передний,3249000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Instyle,внедорожник 5 дв.,полный,1894000.0
Citroen C4 Picasso I,2010,165232.0,1.6,Бензин,156.0,робот,голубой,компактвэн,передний,535000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1745000.0
BMW X5 M50d IV (G05),2018,25034.0,3.0,Дизель,400.0,автомат,серый,внедорожник 5 дв.,полный,6100000.0
Chevrolet Captiva I Рестайлинг 2,2015,159092.0,2.2,Дизель,184.0,автомат,чёрный,внедорожник 5 дв.,полный,1548000.0
Skoda Octavia III (A7) Рестайлинг,2020,45000.0,1.4,Бензин,150.0,робот,коричневый,лифтбек,передний,2017000.0
BMW X6 30d III (G06),2021,0.0,3.0,Дизель,249.0,автомат,xDrive30d M Sport Edition 21,внедорожник 5 дв.,полный,7792900.0
BMW X5 M50d IV (G05),2018,25034.0,3.0,Дизель,400.0,автомат,серый,внедорожник 5 дв.,полный,6100000.0
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",2020,26649.0,2.0,Бензин,197.0,автомат,чёрный,седан,задний,3155000.0
Chevrolet Captiva I Рестайлинг 2,2015,159092.0,2.2,Дизель,184.0,автомат,чёрный,внедорожник 5 дв.,полный,1548000.0
Kia K5 III,2020,30000.0,2.0,Бензин,150.0,автомат,белый,седан,передний,1994000.0
BMW X6 40i III (G06),2021,0.0,3.0,Бензин,340.0,автомат,xDrive40i M Sport Edition 21,внедорожник 5 дв.,полный,7543800.0
BMW X5 30d IV (G05),2019,25039.0,3.0,Дизель,249.0,автомат,белый,внедорожник 5 дв.,полный,6780000.0
Nissan X-Trail III,2018,78850.0,2.0,Бензин,144.0,вариатор,белый,внедорожник 5 дв.,полный,1919000.0
Nissan X-Trail III,2017,85822.0,2.0,Бензин,144.0,вариатор,белый,внедорожник 5 дв.,полный,1659000.0
Skoda Octavia III (A7),2013,81978.0,1.8,Бензин,180.0,робот,серебристый,лифтбек,передний,1132000.0
LADA (ВАЗ) Priora I,2011,70003.0,1.6,Бензин,98.0,механика,чёрный,универсал 5 дв.,передний,285000.0
Peugeot 308 I,2008,130000.0,1.6,Бензин,120.0,автомат,синий,хэтчбек 5 дв.,передний,300000.0
Opel Astra J,2011,135100.0,1.6,Бензин,115.0,механика,бежевый,хэтчбек 5 дв.,передний,599000.0
BMW X6 M50d III (G06),2021,0.0,3.0,Дизель,400.0,автомат,M50d M Special,внедорожник 5 дв.,полный,9710200.0
Peugeot Traveller I,2020,17000.0,2.0,Дизель,150.0,автомат,белый,минивэн,передний,2580000.0
Kia Rio 5-speed III,2012,171385.0,1.6,Бензин,123.0,механика,серебристый,хэтчбек 5 дв.,передний,684000.0
BMW 3 серии Gran Turismo 320i VI (F3x) Рестайлинг,2017,51795.0,2.0,Бензин,184.0,автомат,серый,лифтбек,задний,2225000.0
Hyundai Solaris II,2018,143000.0,1.6,Бензин,123.0,механика,белый,седан,передний,799000.0
BMW X6 30d III (G06),2021,0.0,3.0,Дизель,249.0,автомат,xDrive30d M Sport Plus,внедорожник 5 дв.,полный,7500000.0
BMW 3 серии Gran Turismo 320d xDrive VI (F3x) Рестайлинг,2017,40768.0,2.0,Дизель,190.0,автомат,синий,лифтбек,полный,2480000.0
Ford Explorer V Рестайлинг,2017,48216.0,3.5,Бензин,249.0,автомат,чёрный,внедорожник 5 дв.,полный,3130000.0
Opel Astra J,2011,215840.0,1.4,Бензин,140.0,автомат,чёрный,хэтчбек 5 дв.,передний,579000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,передний,1906500.0
Nissan Note I Рестайлинг,2011,122891.0,1.6,Бензин,110.0,автомат,синий,хэтчбек 5 дв.,передний,510000.0
BMW 5 серии 520d xDrive VII (G30/G31),2019,130247.0,2.0,Дизель,190.0,автомат,чёрный,седан,полный,2425000.0
Porsche Cayenne III,2019,49378.0,3.0,Бензин,340.0,автомат,коричневый,внедорожник 5 дв.,полный,6524000.0
Opel Astra GTC H Рестайлинг,2006,260000.0,1.8,Бензин,140.0,механика,серый,хэтчбек 3 дв.,передний,620000.0
BMW X5 30d III (F15),2017,166500.0,3.0,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,3500000.0
"Mercedes-Benz CLA 200 I (C117, X117) Рестайлинг",2018,58818.0,1.6,Бензин,150.0,робот,синий,седан,передний,1614000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,1950000.0
BMW X1 20i xDrive II (F48),2018,25254.0,2.0,Бензин,192.0,автомат,оранжевый,внедорожник 5 дв.,полный,2600000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Invite,внедорожник 5 дв.,полный,1850000.0
BMW 5 серии 520i VI (F10/F11/F07) Рестайлинг,2016,87189.0,2.0,Бензин,184.0,автомат,чёрный,седан,задний,2015000.0
Lexus RX 270 III Рестайлинг,2014,114590.0,2.7,Бензин,188.0,автомат,белый,внедорожник 5 дв.,передний,2200000.0
Land Rover Range Rover IV Рестайлинг,2018,98902.0,4.4,Дизель,339.0,автомат,белый,внедорожник 5 дв.,полный,6999000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,2060000.0
Mitsubishi Lancer IX,2005,260000.0,1.6,Бензин,98.0,механика,красный,седан,передний,230000.0
Mitsubishi Galant VIII Рестайлинг,2001,290000.0,2.0,Бензин,133.0,автомат,синий,седан,передний,90000.0
Hyundai Santa Fe I,2002,132000.0,2.7,Бензин,173.0,автомат,серый,внедорожник 5 дв.,полный,400000.0
Mitsubishi Pajero IV Рестайлинг 1,2011,133000.0,3.2,Дизель,200.0,автомат,чёрный,внедорожник 5 дв.,полный,1860000.0
BMW 5 серии 520d VII (G30/G31),2017,295000.0,2.0,Дизель,190.0,автомат,чёрный,седан,задний,2250000.0
Mitsubishi Outlander II,2008,290000.0,2.4,Бензин,170.0,вариатор,серебристый,внедорожник 5 дв.,полный,711000.0
Kia Opirus I Рестайлинг,2008,225000.0,3.8,Бензин,266.0,автомат,красный,седан,передний,580000.0
Kia Spectra I Рестайлинг 2,2008,229000.0,1.6,Бензин,101.0,автомат,синий,седан,передний,205000.0
LADA (ВАЗ) 2110,2003,150000.0,1.5,Бензин,79.0,механика,чёрный,седан,передний,65000.0
Mercedes-Benz M-Класс 350 CDI III (W166),2012,97000.0,3.0,Дизель,240.0,автомат,белый,внедорожник 5 дв.,полный,2290000.0
Volkswagen Polo V,2013,41000.0,1.6,Бензин,105.0,механика,белый,седан,передний,699000.0
Ford Ranger (North America) III,1998,260000.0,4.0,Бензин,207.0,автомат,синий,пикап полуторная кабина,полный,600000.0
Hyundai Elantra VI (AD) Рестайлинг,2018,102000.0,2.0,Бензин,150.0,автомат,белый,седан,передний,1500000.0
LADA (ВАЗ) 2107,1999,105000.0,1.5,Бензин,72.0,механика,зелёный,седан,задний,70000.0
Renault Kaptur I,2016,63300.0,1.6,Бензин,114.0,вариатор,белый,внедорожник 5 дв.,передний,750000.0
LADA (ВАЗ) 2113,2011,168000.0,1.6,Бензин,81.0,механика,зелёный,хэтчбек 3 дв.,передний,180000.0
ИЖ 2126 «Ода»,2005,199000.0,1.7,Бензин,85.0,механика,синий,хэтчбек 5 дв.,полный,74000.0
Audi Q7 I (4L) Рестайлинг,2011,210500.0,3.0,Бензин,333.0,автомат,чёрный,внедорожник 5 дв.,полный,1450000.0
Dodge Caravan IV,2003,149609.0,2.4,Бензин,152.0,автомат,фиолетовый,минивэн,передний,370000.0
LADA (ВАЗ) Largus I,2016,119000.0,1.6,Бензин,87.0,механика,белый,фургон,передний,600000.0
Renault Logan I,2006,235000.0,1.4,Бензин,75.0,механика,синий,седан,передний,99000.0
LADA (ВАЗ) 2111,2004,160000.0,1.5,Бензин,94.0,механика,серебристый,универсал 5 дв.,передний,70000.0
Kia Carnival III,2018,11800.0,2.2,Дизель,202.0,автомат,белый,минивэн,передний,2530000.0
Daewoo Matiz I Рестайлинг,2010,120000.0,0.8,Бензин,52.0,механика,синий,хэтчбек 5 дв.,передний,95000.0
Volvo XC90 I,2006,295000.0,4.4,Бензин,315.0,автомат,синий,внедорожник 5 дв.,полный,675000.0
Mercedes-Benz Vito 114 CDI L3 III (W447),2017,150000.0,2.1,Дизель,136.0,механика,синий,минивэн,задний,2320000.0
SsangYong Kyron I,2007,100000.0,2.0,Дизель,141.0,автомат,серый,внедорожник 5 дв.,полный,535000.0
Daewoo Matiz I Рестайлинг,2006,256000.0,0.8,Бензин,52.0,механика,белый,хэтчбек 5 дв.,передний,95000.0
Ford Edge I Рестайлинг,2014,101000.0,3.5,Бензин,288.0,автомат,белый,внедорожник 5 дв.,полный,1050000.0
Volkswagen Polo V,2015,62000.0,1.6,Бензин,105.0,автомат,чёрный,седан,передний,715000.0
LADA (ВАЗ) 2121 (4x4) Urban I Рестайлинг,2016,78225.0,1.7,Бензин,83.0,механика,фиолетовый,внедорожник 3 дв.,полный,550000.0
LADA (ВАЗ) 2106,1998,97700.0,1.5,Бензин,72.0,механика,зелёный,седан,задний,40000.0
"Mercedes-Benz E-Класс 280 II (W210, S210) Рестайлинг",2000,267000.0,2.8,Бензин,204.0,автомат,чёрный,седан,полный,420000.0
Infiniti G G35 IV,2008,218651.0,3.5,Бензин,315.0,автомат,серый,седан,полный,829000.0
MINI Hatch Cooper S II (R56),2008,122000.0,1.6,Бензин,175.0,автомат,красный,хэтчбек 3 дв.,передний,820000.0
BMW X5 35i II (E70) Рестайлинг,2012,121000.0,3.0,Бензин,306.0,автомат,синий,внедорожник 5 дв.,полный,1395000.0
Honda Civic VIII,2008,186000.0,1.8,Бензин,140.0,робот,коричневый,хэтчбек 5 дв.,передний,390000.0
Jeep Grand Cherokee II (WJ),1999,213672.0,4.0,Бензин,190.0,автомат,серый,внедорожник 5 дв.,полный,340000.0
Volkswagen Tiguan II,2018,37584.0,2.0,Дизель,150.0,робот,белый,внедорожник 5 дв.,полный,2799000.0
LADA (ВАЗ) 2110,2003,250000.0,1.5,Бензин,79.0,механика,серебристый,седан,передний,70000.0
Mitsubishi ASX I Рестайлинг,2014,118593.0,1.8,Бензин,140.0,вариатор,серый,внедорожник 5 дв.,передний,1049000.0
Geely Atlas I,2021,0.0,2.4,Бензин,149.0,автомат,Luxury,внедорожник 5 дв.,полный,1801990.0
BMW 3 серии 318i V (E90/E91/E92/E93),2007,249850.0,2.0,Бензин,129.0,автомат,серый,седан,задний,695000.0
Москвич 2140 2140,1978,53000.0,1.5,Бензин,75.0,механика,оранжевый,седан,задний,45000.0
Geely Tugella I,2021,0.0,2.0,Бензин,238.0,автомат,Flagship,внедорожник 5 дв.,полный,2799990.0
Mercedes-Benz S-Класс 320 III (W140) Рестайлинг,1996,375000.0,3.2,Бензин,231.0,автомат,чёрный,седан,задний,360000.0
Ford Focus II Рестайлинг,2010,157111.0,1.6,Бензин,100.0,механика,синий,хэтчбек 5 дв.,передний,350000.0
УАЗ Patriot 3163 I,2007,75150.0,2.7,Бензин,128.0,механика,серый,внедорожник 5 дв.,полный,500000.0
Toyota Corolla VI (E90),1990,170000.0,1.3,Бензин,75.0,механика,чёрный,хэтчбек 5 дв.,передний,180000.0
Volvo XC90 I Рестайлинг,2007,237000.0,2.5,Бензин,210.0,автомат,чёрный,внедорожник 5 дв.,полный,865000.0
LADA (ВАЗ) 2111 Богдан,2011,130000.0,1.6,Бензин,89.0,механика,чёрный,универсал 5 дв.,передний,210000.0
Chery Tiggo (T11) I,2009,300000.0,1.9,Бензин,132.0,механика,бежевый,внедорожник 5 дв.,передний,300000.0
Volkswagen Tiguan I Рестайлинг,2016,87000.0,2.0,Бензин,180.0,автомат,чёрный,внедорожник 5 дв.,полный,1650000.0
Audi A3 II (8P) Рестайлинг 1,2006,148000.0,2.0,Бензин,150.0,автомат,серый,хэтчбек 3 дв.,передний,430000.0
Geely Tugella I,2021,0.0,2.0,Бензин,238.0,автомат,Flagship,внедорожник 5 дв.,полный,2799990.0
Nissan Qashqai II,2018,39625.0,2.0,Бензин,144.0,вариатор,белый,внедорожник 5 дв.,передний,1650000.0
Mercedes-Benz GLE 300 d II (V167),2021,11235.0,2.0,Дизель,245.0,автомат,чёрный,внедорожник 5 дв.,полный,6637000.0
Mitsubishi Lancer Cedia IX,2002,250000.0,1.5,Бензин,90.0,механика,синий,седан,передний,160000.0
LADA (ВАЗ) 2112,2002,267000.0,1.5,Бензин,92.0,механика,серебристый,хэтчбек 5 дв.,передний,75000.0
Nissan Avenir II (W11),2004,152689.0,2.0,Бензин,150.0,вариатор,белый,универсал 5 дв.,передний,310000.0
Nissan Avenir II (W11),2001,253000.0,2.0,Бензин,145.0,вариатор,серый,универсал 5 дв.,полный,170000.0
